familia,agrupacion,variante,autodenominacion,entidades,municipios,n_localidades
álgica,Kickapoo,Kickapoo,Kickapoo,COAHUILA DE ZARAGOZA,COAHUILA DE ZARAGOZA: Múzquiz,2
yuto-nahua,cora,cora de Rosarito,rosaríìtu,NAYARIT,NAYARIT: Rosamorada,1
yuto-nahua,cora,cora de Dolores,wachí hapwa,NAYARIT,NAYARIT: Del | NAYARIT: Nayar [El Nayar],1
yuto-nahua,cora,cora meseño,yaúhke'ena,NAYARIT,NAYARIT: Del Nayar [El Nayar],149
yuto-nahua,cora,cora de Jesús María,chwísita'na,NAYARIT,NAYARIT: Del Nayar [El Nayar],2
yuto-nahua,cora,cora francisqueño,kwáaxa'ata,NAYARIT,NAYARIT: Del | NAYARIT: Nayar [El Nayar],1
yuto-nahua,cora,cora tereseño,kwéimarusa'na,DURANGO | NAYARIT,DURANGO: Mezquital | NAYARIT: Acaponeta | NAYARIT: Del Nayar [El Nayar],138
yuto-nahua,cora,cora presideño,múxata'ana,NAYARIT,NAYARIT: Ruíz,49
yuto-nahua,cora,cora corapeño,kuráàpa,NAYARIT,NAYARIT: Rosamorada,44
yuto-nahua,guarijío,guarijío del norte,warihó,CHIHUAHUA,CHIHUAHUA: Chínipas | CHIHUAHUA: Moris | CHIHUAHUA: Uruachi,73
yuto-nahua,guarijío,guarijío del sur,makurawe,SONORA,SONORA: Álamos | SONORA: Quiriego,22
yuto-nahua,huichol,huichol del norte,wixárika (del norte),NAYARIT | DURANGO,NAYARIT: Del Nayar [El Nayar] | NAYARIT: La Yesca | NAYARIT: Rosamorada | NAYARIT: Ruíz | NAYARIT: San Blas | NAYARIT: Santiago Ixcuintla | DURANGO: Mezquital,321
yuto-nahua,huichol,huichol del sur,wixárika (del sur),JALISCO,JALISCO: Bolaños | JALISCO: San Martín de Bolaños | JALISCO: Villa Guerrero,92
yuto-nahua,huichol,huichol del este,wixárika (del este),JALISCO,JALISCO: Mezquitic,269
yuto-nahua,huichol,huichol del oeste,wixárika (del oeste),JALISCO,JALISCO: Huejuquilla el Alto,4
yuto-nahua,mayo,mayo,yorem-nokki,SONORA | SINALOA,SONORA: Álamos | SONORA: Benito Juárez | SONORA: Cajeme | SONORA: Etchojoa | SONORA: Huatabampo | SONORA: Navojoa | SONORA: San Ignacio Río Muerto | SINALOA: Ahome | SINALOA: Angostura | SINALOA: Choix | SINALOA: El Fuerte | SINALOA: Guasave,873
yuto-nahua,náhuatl,"náhuatl de la Sierra, noreste de Puebla",mexicano tlajtol | nauta,PUEBLA,PUEBLA: Atempan | PUEBLA: Ayotoxco de Guerrero | PUEBLA: Cuautempan | PUEBLA: Cuetzalan del Progreso | PUEBLA: Chignautla | PUEBLA: Hueyapan | PUEBLA: Hueytamalco | PUEBLA: Huitzilán de Serdán | PUEBLA: Ixtacamaxtitlán | PUEBLA: Jonotla | PUEBLA: Nauzontla | PUEBLA: Tenampulco | PUEBLA: Tetela de Ocampo | PUEBLA: Teziutlán | PUEBLA: Tlatlauquitepec | PUEBLA: Tuzamapan de Galeana | PUEBLA: Xiutetelco | PUEBLA: Xochiapulco | PUEBLA: Xochitlán de Vicente Suárez | PUEBLA: Yaonáhuac | PUEBLA: Zacapoaxtla | PUEBLA: Zautla | PUEBLA: Zapotitlán de Méndez | PUEBLA: Zaragoza | PUEBLA: Zoquiapan,917
yuto-nahua,náhuatl,náhuatl del noroeste central,mexi'catl | mexicano (del noroeste central) | maseual tla'tol,HIDALGO | PUEBLA,HIDALGO: Acaxochitlán | PUEBLA: Chiconcuautla | PUEBLA: Honey | PUEBLA: Huauchinango | PUEBLA: Jopala | PUEBLA: Juan Galindo | PUEBLA: Naupan | PUEBLA: Pahuatlán | PUEBLA: Tlaola | PUEBLA: Tlapacoya | PUEBLA: Xicotepec | PUEBLA: Zihuateutla,400
yuto-nahua,náhuatl,náhuatl del Istmo,náhuatl (del Istmo),VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ DE IGNACIO DE LA LLAVE: Cosoleacaque | VERACRUZ DE IGNACIO DE LA LLAVE: Mecayapan | VERACRUZ DE IGNACIO DE LA LLAVE: Pajapan | VERACRUZ DE IGNACIO DE LA LLAVE: Zaragoza,166
yuto-nahua,náhuatl,náhuatl de la Huasteca veracruzana,mexicano (de la Huasteca veracruzana) | náhuatl (de la Huasteca veracruzana) | mexcatl,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ DE IGNACIO DE LA LLAVE: Benito Juárez | VERACRUZ DE IGNACIO DE LA LLAVE: Castillo de Teayo | VERACRUZ DE IGNACIO DE LA LLAVE: Chalma | VERACRUZ DE IGNACIO DE LA LLAVE: Chiconamel | VERACRUZ DE IGNACIO DE LA LLAVE: Chicontepec | VERACRUZ DE IGNACIO DE LA LLAVE: Chontla | VERACRUZ DE IGNACIO DE LA LLAVE: Citlaltépetl | VERACRUZ DE IGNACIO DE LA LLAVE: Huayacocotla | VERACRUZ DE IGNACIO DE LA LLAVE: Ilamatlán | VERACRUZ DE IGNACIO DE LA LLAVE: Ixcatepec | VERACRUZ DE IGNACIO DE LA LLAVE: Ixhuatlán de Madero | VERACRUZ DE IGNACIO DE LA LLAVE: Pánuco | VERACRUZ DE IGNACIO DE LA LLAVE: Platón Sánchez | VERACRUZ DE IGNACIO DE LA LLAVE: Tamalín | VERACRUZ DE IGNACIO DE LA LLAVE: Tantima | VERACRUZ DE IGNACIO DE LA LLAVE: Tantoyuca | VERACRUZ DE IGNACIO DE LA LLAVE: Tepetzintla | VERACRUZ DE IGNACIO DE LA LLAVE: Texcatepec | VERACRUZ DE IGNACIO DE LA LLAVE: Tlachichilco | VERACRUZ DE IGNACIO DE LA LLAVE: Temapache | VERACRUZ DE IGNACIO DE LA LLAVE: Zontecomatlán de López y Fuentes,1523
yuto-nahua,náhuatl,náhuatl de la Huasteca potosina,náhuatl (de la Huasteca potosina) | mexicano (de la Huasteca potosina) | mexicatl (de la Huasteca potosina),SAN LUIS POTOSÍ,SAN LUIS POTOSÍ: Aquismón | SAN LUIS POTOSÍ: Axtla de Terrazas | SAN LUIS POTOSÍ: Ciudad Valles | SAN LUIS POTOSÍ: Coxcatlán | SAN LUIS POTOSÍ: Ébano | SAN LUIS POTOSÍ: Huehuetlán | SAN LUIS POTOSÍ: Matlapa | SAN LUIS POTOSÍ: San Martín Chalchicuahutla | SAN LUIS POTOSÍ: Tamazunchale | SAN LUIS POTOSÍ: Tampacán | SAN LUIS POTOSÍ: Tampamolón Corona | SAN LUIS POTOSÍ: Tamuín | SAN LUIS POTOSÍ: Tancanhuitz de Santos | SAN LUIS POTOSÍ: Tanquián de Escobedo | SAN LUIS POTOSÍ: Xilitla,1351
yuto-nahua,náhuatl,náhuatl de Oaxaca,mexicano (de Oaxaca),OAXACA,OAXACA: San Martín Toxpalan | OAXACA: San Miguel Amatitlán | OAXACA: Santa María Teopoxco | OAXACA: Santiago Texcalcingo | OAXACA: Teotitlán de Flores Magón,65
yuto-nahua,náhuatl,"náhuatl de la Sierra negra, sur","mexicano (de la Sierra negra, sur) | náhuatl (de la Sierra negra, sur)",PUEBLA,PUEBLA: Altepexi | PUEBLA: Coxcatlán | PUEBLA: San Gabriel Chilac | PUEBLA: San José Miahuatlán | PUEBLA: Zinacatepec,25
yuto-nahua,náhuatl,"náhuatl de la Sierra negra, norte","mexicano (de la Sierra negra, norte) | náhuatl (de la Sierra negra, norte) | mexicatl (de la Sierra negra, norte)",PUEBLA,PUEBLA: Ajalpan | PUEBLA: Astacinga | PUEBLA: Coxcatlán | PUEBLA: Coyomeapan | PUEBLA: Eloxochitlán | PUEBLA: Nicolás Bravo | PUEBLA: San Antonio Cañada | PUEBLA: San Sebastián Tlacotepec | PUEBLA: Santiago Miahuatlán | PUEBLA: Tehuacán | PUEBLA: Tehuipango | PUEBLA: Tlacotepec de Benito Juárez | PUEBLA: Vicente Guerrero | PUEBLA: Zoquitlán,479
yuto-nahua,náhuatl,náhuatl central de Veracruz,náhuatl (central de Veracruz) | mexicano (central de Veracruz),VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ DE IGNACIO DE LA LLAVE: Acultzingo | VERACRUZ DE IGNACIO DE LA LLAVE: Atlahuilco | VERACRUZ DE IGNACIO DE LA LLAVE: Camerino Z. Mendoza | VERACRUZ DE IGNACIO DE LA LLAVE: Coetzala | VERACRUZ DE IGNACIO DE LA LLAVE: Ixhuatlancillo | VERACRUZ DE IGNACIO DE LA LLAVE: Ixtaczoquitlán | VERACRUZ DE IGNACIO DE LA LLAVE: Los Reyes | VERACRUZ DE IGNACIO DE LA LLAVE: Magdalena | VERACRUZ DE IGNACIO DE LA LLAVE: Mixtla de Altamirano | VERACRUZ DE IGNACIO DE LA LLAVE: Nogales | VERACRUZ DE IGNACIO DE LA LLAVE: Omealca | VERACRUZ DE IGNACIO DE LA LLAVE: Rafael Delgado | VERACRUZ DE IGNACIO DE LA LLAVE: San Andrés Tenejapan | VERACRUZ DE IGNACIO DE LA LLAVE: Soledad Atzompa | VERACRUZ DE IGNACIO DE LA LLAVE: Tequila | VERACRUZ DE IGNACIO DE LA LLAVE: Texhuacán | VERACRUZ DE IGNACIO DE LA LLAVE: Tezonapa | VERACRUZ DE IGNACIO DE LA LLAVE: Tlaquilpa | VERACRUZ DE IGNACIO DE LA LLAVE: Tlilapan | VERACRUZ DE IGNACIO DE LA LLAVE: Xoxocotla | VERACRUZ DE IGNACIO DE LA LLAVE: Zongolica,696
yuto-nahua,náhuatl,náhuatl de la Sierra oeste de Puebla,masehual tla'tol,PUEBLA,PUEBLA: Ahuacatlán | PUEBLA: Aquixtla | PUEBLA: Chignahuapan | PUEBLA: Tepetzintla | PUEBLA: Zacatlán,148
yuto-nahua,náhuatl,náhuatl alto del norte de Puebla,maseual tajtol | nahuat,PUEBLA,PUEBLA: Francisco Z. Mena | PUEBLA: Venustiano Carranza,66
yuto-nahua,náhuatl,náhuatl del Istmo bajo,náhuatl (del Istmo bajo) | mexicano (del Istmo bajo),VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ DE IGNACIO DE LA LLAVE: Soteapan | VERACRUZ DE IGNACIO DE LA LLAVE: Tatahuicapan | VERACRUZ DE IGNACIO DE LA LLAVE: de Juárez,48
