cve_ageb,alcaldia,POBTOT,PHOG_IND,P3YM_HLI,P3HLINHE,P_3YMAS,P_15YMAS,PSINDER,VIVPARH_CV,VPH_INTER,VPH_PC,VPH_CEL,VPH_RADIO,VPH_STVP,VPH_SPMVPI,VPH_SINTIC,GRAPROES,im_conapo,gm_conapo,grs_coneval,tasa_phog_ind,tasa_p3ym_hli,tasa_p3hlinhe,tasa_psinder,tasa_vph_inter,tasa_vph_pc,tasa_vph_cel,tasa_vph_radio,tasa_vph_stvp,tasa_vph_spmvpi,tasa_vph_sintic,gm_orden,grs_orden
090070001134A,Iztapalapa,4839,425,181,,4637,3667,1978,1304,737,474,1127,924,314,167,4,9.72,0.9328,Medio,Medio,8.78,3.9,,40.88,56.52,36.35,86.43,70.86,24.08,12.81,0.31,3.0,3.0
0900700011354,Iztapalapa,5489,181,82,,5363,4574,1606,1553,1177,891,1434,1215,627,421,7,11.17,0.9561,Bajo,Bajo,3.3,1.53,,29.26,75.79,57.37,92.34,78.24,40.37,27.11,0.45,2.0,2.0
0900700013134,Iztapalapa,1927,74,26,,1847,1459,536,550,329,143,416,409,71,38,27,9.34,0.9307,Medio,Medio,3.84,1.41,,27.82,59.82,26.0,75.64,74.36,12.91,6.91,4.91,3.0,3.0
0900700013420,Iztapalapa,4302,334,97,0,4113,3109,1445,1011,590,302,847,699,152,88,33,8.87,0.9279,Medio,Medio,7.76,2.36,0.0,33.59,58.36,29.87,83.78,69.14,15.03,8.7,3.26,3.0,3.0
0900700013492,Iztapalapa,5625,223,95,0,5417,4390,1543,1682,1018,674,1567,1304,616,264,3,9.78,0.9472,Bajo,Bajo,3.96,1.75,0.0,27.43,60.52,40.07,93.16,77.53,36.62,15.7,0.18,2.0,2.0
0900700013539,Iztapalapa,4545,140,57,0,4394,3602,1534,1272,831,597,1169,995,379,230,4,10.19,0.947,Bajo,Bajo,3.08,1.3,0.0,33.75,65.33,46.93,91.9,78.22,29.8,18.08,0.31,2.0,2.0
0900700014289,Iztapalapa,3047,357,120,,2934,2243,1159,779,481,250,684,554,234,75,4,9.17,0.929,Medio,Medio,11.72,4.09,,38.04,61.75,32.09,87.8,71.12,30.04,9.63,0.51,3.0,3.0
0900700014325,Iztapalapa,1681,82,24,0,1643,1371,482,463,349,292,439,365,203,155,,11.79,0.96,Bajo,Bajo,4.88,1.46,0.0,28.67,75.38,63.07,94.82,78.83,43.84,33.48,,2.0,2.0
0900700014359,Iztapalapa,2616,139,39,0,2531,2088,852,636,477,298,585,476,191,116,0,10.14,0.9562,Bajo,Bajo,5.31,1.54,0.0,32.57,75.0,46.86,91.98,74.84,30.03,18.24,0.0,2.0,2.0
0900700015408,Iztapalapa,2285,148,57,0,2196,1803,803,556,409,263,527,418,215,123,,10.23,0.9507,Bajo,Bajo,6.48,2.6,0.0,35.14,73.56,47.3,94.78,75.18,38.67,22.12,,2.0,2.0
0900700014363,Iztapalapa,6175,274,92,,5935,4704,1750,1634,1141,652,1503,1217,493,378,11,9.57,0.9451,Medio,Bajo,4.44,1.55,,28.34,69.83,39.9,91.98,74.48,30.17,23.13,0.67,3.0,2.0
0900700015107,Iztapalapa,4853,128,45,0,4704,3966,1398,1463,1051,808,1394,1178,375,428,4,10.83,0.9602,Bajo,Bajo,2.64,0.96,0.0,28.81,71.84,55.23,95.28,80.52,25.63,29.25,0.27,2.0,2.0
0900700015338,Iztapalapa,6974,703,236,3,6663,5090,2562,1715,1063,447,1466,1399,233,190,19,8.59,0.9245,Alto,Medio,10.08,3.54,0.05,36.74,61.98,26.06,85.48,81.57,13.59,11.08,1.11,4.0,3.0
0900700010337,Iztapalapa,5329,169,73,,5191,4377,1658,1559,966,737,1330,1163,524,288,7,10.59,0.9323,Medio,Bajo,3.17,1.41,,31.11,61.96,47.27,85.31,74.6,33.61,18.47,0.45,3.0,2.0
0900700010553,Iztapalapa,5795,199,79,0,5591,4635,2166,1573,1012,725,1407,1180,570,283,24,10.64,0.9364,Medio,Bajo,3.43,1.41,0.0,37.38,64.34,46.09,89.45,75.02,36.24,17.99,1.53,3.0,2.0
0900700010568,Iztapalapa,5839,117,47,3,5679,4853,1800,1695,1275,1001,1548,1331,798,464,3,11.51,0.951,Bajo,Bajo,2.0,0.83,0.05,30.83,75.22,59.06,91.33,78.53,47.08,27.37,0.18,2.0,2.0
0900700010572,Iztapalapa,5325,74,26,0,5159,4264,1767,1444,993,750,1291,1142,573,291,6,10.55,0.9422,Medio,Bajo,1.39,0.5,0.0,33.18,68.77,51.94,89.4,79.09,39.68,20.15,0.42,3.0,2.0
0900700010587,Iztapalapa,2637,54,21,0,2549,2122,822,763,519,321,683,575,391,201,,10.67,0.9528,Bajo,Bajo,2.05,0.82,0.0,31.17,68.02,42.07,89.52,75.36,51.25,26.34,,2.0,2.0
0900700010619,Iztapalapa,5610,197,105,0,5430,4496,2191,1626,1101,771,1466,1240,589,332,11,10.62,0.942,Medio,Bajo,3.51,1.93,0.0,39.06,67.71,47.42,90.16,76.26,36.22,20.42,0.68,3.0,2.0
0900700010676,Iztapalapa,2699,51,21,0,2653,2331,680,878,699,593,819,724,482,362,,12.52,0.9631,Bajo,Muy bajo,1.89,0.79,0.0,25.19,79.61,67.54,93.28,82.46,54.9,41.23,,2.0,1.0
0900700010708,Iztapalapa,4420,64,31,0,4331,3767,1257,1367,1070,871,1273,1076,672,389,4,11.81,0.9606,Bajo,Bajo,1.45,0.72,0.0,28.44,78.27,63.72,93.12,78.71,49.16,28.46,0.29,2.0,2.0
0900700013613,Iztapalapa,1441,9,5,0,1414,1226,410,428,358,293,394,306,198,142,,12.68,0.9642,Bajo,Muy bajo,0.62,0.35,0.0,28.45,83.64,68.46,92.06,71.5,46.26,33.18,,2.0,1.0
0900700013628,Iztapalapa,1158,18,11,0,1132,990,301,378,344,297,358,301,198,180,0,13.32,0.9741,Muy bajo,Muy bajo,1.55,0.97,0.0,25.99,91.01,78.57,94.71,79.63,52.38,47.62,0.0,1.0,1.0
0900700013789,Iztapalapa,3719,301,147,0,3597,3029,1126,1077,686,497,974,820,364,236,8,10.59,0.9447,Medio,Bajo,8.09,4.09,0.0,30.28,63.7,46.15,90.44,76.14,33.8,21.91,0.74,3.0,2.0
0900700013844,Iztapalapa,1550,44,12,0,1499,1251,430,474,319,228,439,346,177,113,,10.8,0.9586,Bajo,Bajo,2.84,0.8,0.0,27.74,67.3,48.1,92.62,73.0,37.34,23.84,,2.0,2.0
0900700015037,Iztapalapa,2646,274,114,4,2546,2017,704,691,437,230,598,482,120,73,4,9.33,0.9388,Medio,Medio,10.36,4.48,0.16,26.61,63.24,33.29,86.54,69.75,17.37,10.56,0.58,3.0,3.0
0900700015554,Iztapalapa,2894,115,46,0,2804,2234,744,774,488,323,702,584,177,152,6,9.83,0.9518,Bajo,Bajo,3.97,1.64,0.0,25.71,63.05,41.73,90.7,75.45,22.87,19.64,0.78,2.0,2.0
090070001561A,Iztapalapa,1261,23,11,0,1230,1055,312,431,394,313,423,359,293,212,0,13.08,0.9767,Muy bajo,Muy bajo,1.82,0.89,0.0,24.74,91.42,72.62,98.14,83.29,67.98,49.19,0.0,1.0,1.0
0900700015925,Iztapalapa,3653,52,19,0,3557,3066,944,1293,1060,885,1247,1022,834,551,,12.13,0.9704,Muy bajo,Muy bajo,1.42,0.53,0.0,25.84,81.98,68.45,96.44,79.04,64.5,42.61,,1.0,1.0
0900700010765,Iztapalapa,3454,83,25,3,3357,2833,1289,921,582,379,787,687,495,158,6,9.9,0.9332,Medio,Bajo,2.4,0.74,0.09,37.32,63.19,41.15,85.45,74.59,53.75,17.16,0.65,3.0,2.0
0900700012831,Iztapalapa,4795,139,48,0,4626,3865,1567,1362,968,691,1247,1006,663,303,9,10.73,0.9506,Bajo,Bajo,2.9,1.04,0.0,32.68,71.07,50.73,91.56,73.86,48.68,22.25,0.66,2.0,2.0
0900700015681,Iztapalapa,6838,122,55,,6570,5427,2469,2372,1604,1181,2158,1937,1015,641,6,10.81,0.9484,Bajo,Bajo,1.78,0.84,,36.11,67.62,49.79,90.98,81.66,42.79,27.02,0.25,2.0,2.0
0900700014128,Iztapalapa,1861,46,16,0,1813,1574,415,662,530,431,623,503,332,245,,12.49,0.9673,Muy bajo,Muy bajo,2.47,0.88,0.0,22.3,80.06,65.11,94.11,75.98,50.15,37.01,,1.0,1.0
0900700015696,Iztapalapa,1765,129,53,,1696,1348,697,567,295,192,533,489,112,77,,9.71,0.929,Medio,Medio,7.31,3.12,,39.49,52.03,33.86,94.0,86.24,19.75,13.58,,3.0,3.0
0900700015910,Iztapalapa,3698,81,29,0,3591,3011,1063,1159,824,640,1089,867,444,273,,11.21,0.9611,Bajo,Bajo,2.19,0.81,0.0,28.75,71.1,55.22,93.96,74.81,38.31,23.55,,2.0,2.0
0900700015249,Iztapalapa,3208,41,23,0,3134,2640,683,1116,942,779,1074,764,754,471,,12.57,0.9695,Muy bajo,Muy bajo,1.28,0.73,0.0,21.29,84.41,69.8,96.24,68.46,67.56,42.2,,1.0,1.0
0900700015766,Iztapalapa,2047,48,18,0,1973,1620,598,536,393,258,486,420,168,146,,10.4,0.9553,Bajo,Bajo,2.34,0.91,0.0,29.21,73.32,48.13,90.67,78.36,31.34,27.24,,2.0,2.0
0900700015770,Iztapalapa,1531,23,7,0,1493,1272,425,447,352,266,421,364,151,166,0,10.78,0.9635,Bajo,Bajo,1.5,0.47,0.0,27.76,78.75,59.51,94.18,81.43,33.78,37.14,0.0,2.0,2.0
090070001579A,Iztapalapa,364,10,,0,345,280,128,93,67,44,76,66,28,17,0,9.71,0.9116,Alto,Bajo,2.75,,0.0,35.16,72.04,47.31,81.72,70.97,30.11,18.28,0.0,4.0,2.0
0900700010958,Iztapalapa,5599,65,40,0,5496,4856,1659,1566,1219,938,1437,1221,781,451,5,11.56,0.9492,Bajo,Bajo,1.16,0.73,0.0,29.63,77.84,59.9,91.76,77.97,49.87,28.8,0.32,2.0,2.0
0900700011000,Iztapalapa,5229,55,30,,5084,4212,1213,1557,1039,834,1433,1268,587,406,5,10.96,0.9512,Bajo,Bajo,1.05,0.59,,23.2,66.73,53.56,92.04,81.44,37.7,26.08,0.32,2.0,2.0
0900700011087,Iztapalapa,5902,52,21,0,5721,4571,2135,1521,1013,736,1413,1186,603,351,10,9.99,0.9365,Medio,Bajo,0.88,0.37,0.0,36.17,66.6,48.39,92.9,77.98,39.64,23.08,0.66,3.0,2.0
0900700014039,Iztapalapa,5385,110,55,0,5219,4330,1634,1528,1046,779,1395,1145,539,324,4,10.44,0.9535,Bajo,Bajo,2.04,1.05,0.0,30.34,68.46,50.98,91.3,74.93,35.27,21.2,0.26,2.0,2.0
0900700013651,Iztapalapa,2692,118,39,0,2603,2185,844,782,558,409,717,613,296,245,6,10.65,0.9363,Medio,Bajo,4.38,1.5,0.0,31.35,71.36,52.3,91.69,78.39,37.85,31.33,0.77,3.0,2.0
0900700013666,Iztapalapa,1770,9,4,0,1734,1529,416,648,566,482,624,501,386,232,0,12.87,0.9575,Bajo,Muy bajo,0.51,0.23,0.0,23.5,87.35,74.38,96.3,77.31,59.57,35.8,0.0,2.0,1.0
0900700013702,Iztapalapa,2668,33,7,,2608,2173,935,648,467,327,547,513,155,204,4,10.19,0.9407,Medio,Bajo,1.24,0.27,,35.04,72.07,50.46,84.41,79.17,23.92,31.48,0.62,3.0,2.0
0900700013967,Iztapalapa,3638,96,47,0,3529,2976,1184,1004,758,590,928,806,437,328,4,10.89,0.9493,Bajo,Bajo,2.64,1.33,0.0,32.55,75.5,58.76,92.43,80.28,43.53,32.67,0.4,2.0,2.0
0900700013986,Iztapalapa,2232,67,21,0,2168,1827,651,698,467,349,636,598,322,199,12,11.08,0.954,Bajo,Bajo,3.0,0.97,0.0,29.17,66.91,50.0,91.12,85.67,46.13,28.51,1.72,2.0,2.0
0900700014043,Iztapalapa,4417,80,36,0,4282,3562,1473,1179,805,589,1048,910,405,259,9,10.61,0.9465,Bajo,Bajo,1.81,0.84,0.0,33.35,68.28,49.96,88.89,77.18,34.35,21.97,0.76,2.0,2.0
0900700014058,Iztapalapa,3227,153,39,0,3133,2555,1235,800,539,363,718,676,234,130,,10.13,0.9404,Medio,Bajo,4.74,1.24,0.0,38.27,67.38,45.38,89.75,84.5,29.25,16.25,,3.0,2.0
0900700014448,Iztapalapa,2475,25,19,,2417,2094,581,855,732,612,807,677,596,412,,13.15,0.9669,Muy bajo,Muy bajo,1.01,0.79,,23.47,85.61,71.58,94.39,79.18,69.71,48.19,,1.0,1.0
090070001383A,Iztapalapa,3575,49,18,0,3459,2917,1253,1033,780,559,957,808,440,320,4,11.03,0.946,Medio,Bajo,1.37,0.52,0.0,35.05,75.51,54.11,92.64,78.22,42.59,30.98,0.39,3.0,2.0
0900700014077,Iztapalapa,4751,310,93,0,4558,3551,2034,1208,766,353,1053,912,170,139,5,9.06,0.9288,Medio,Medio,6.52,2.04,0.0,42.81,63.41,29.22,87.17,75.5,14.07,11.51,0.41,3.0,3.0
0900700014768,Iztapalapa,3740,120,40,0,3635,3012,1423,1052,750,582,968,813,410,297,7,10.46,0.9371,Medio,Bajo,3.21,1.1,0.0,38.05,71.29,55.32,92.02,77.28,38.97,28.23,0.67,3.0,2.0
0900700014838,Iztapalapa,1560,115,49,,1504,1193,452,403,235,136,346,277,63,29,,9.48,0.9372,Medio,Medio,7.37,3.26,,28.97,58.31,33.75,85.86,68.73,15.63,7.2,,3.0,3.0
0900700014857,Iztapalapa,5508,540,187,,5247,4068,1994,1434,783,369,1267,1152,228,83,7,8.99,0.9226,Alto,Medio,9.8,3.56,,36.2,54.6,25.73,88.35,80.33,15.9,5.79,0.49,4.0,3.0
0900700014861,Iztapalapa,3584,460,156,4,3422,2617,1385,836,524,240,731,652,138,109,9,8.71,0.9284,Medio,Medio,12.83,4.56,0.12,38.64,62.68,28.71,87.44,77.99,16.51,13.04,1.08,3.0,3.0
0900700014772,Iztapalapa,4280,99,37,0,4120,3333,1523,1137,725,509,1012,830,342,158,,10.15,0.9442,Medio,Bajo,2.31,0.9,0.0,35.58,63.76,44.77,89.01,73.0,30.08,13.9,,3.0,2.0
0900700015018,Iztapalapa,2989,105,42,,2881,2414,1075,802,543,384,706,614,245,108,5,10.57,0.9401,Medio,Bajo,3.51,1.46,,35.97,67.71,47.88,88.03,76.56,30.55,13.47,0.62,3.0,2.0
0900700014876,Iztapalapa,5532,672,238,,5279,4021,1860,1411,869,439,1211,1075,231,111,9,8.87,0.9252,Alto,Medio,12.15,4.51,,33.62,61.59,31.11,85.83,76.19,16.37,7.87,0.64,4.0,3.0
0900700014895,Iztapalapa,3426,54,22,,3342,2876,1152,1155,921,735,1084,908,619,414,0,12.13,0.9647,Bajo,Muy bajo,1.58,0.66,,33.63,79.74,63.64,93.85,78.61,53.59,35.84,0.0,2.0,1.0
0900700014908,Iztapalapa,5488,130,60,,5319,4466,1894,1527,1005,753,1358,1250,521,312,9,10.52,0.936,Medio,Bajo,2.37,1.13,,34.51,65.82,49.31,88.93,81.86,34.12,20.43,0.59,3.0,2.0
0900700014880,Iztapalapa,5581,767,264,,5367,4166,1773,1395,888,486,1193,1086,247,121,6,9.11,0.9307,Medio,Medio,13.74,4.92,,31.77,63.66,34.84,85.52,77.85,17.71,8.67,0.43,3.0,3.0
0900700014946,Iztapalapa,5350,175,62,0,5162,4248,1858,1505,1036,730,1362,1121,450,314,6,10.19,0.9487,Bajo,Bajo,3.27,1.2,0.0,34.73,68.84,48.5,90.5,74.49,29.9,20.86,0.4,2.0,2.0
0900700014965,Iztapalapa,4114,165,70,3,4032,3450,1045,1098,922,767,1059,903,802,436,,12.44,0.9676,Muy bajo,Muy bajo,4.01,1.74,0.07,25.4,83.97,69.85,96.45,82.24,73.04,39.71,,1.0,1.0
090070001497A,Iztapalapa,1927,43,13,0,1872,1578,572,594,438,365,563,448,234,197,,11.52,0.9587,Bajo,Muy bajo,2.23,0.69,0.0,29.68,73.74,61.45,94.78,75.42,39.39,33.16,,2.0,1.0
0900700014984,Iztapalapa,4002,138,55,0,3882,3283,1262,1149,837,615,1063,839,528,329,0,11.09,0.9489,Bajo,Bajo,3.45,1.42,0.0,31.53,72.85,53.52,92.52,73.02,45.95,28.63,0.0,2.0,2.0
0900700011104,Iztapalapa,6367,69,26,0,6173,4894,2424,1680,1043,629,1473,1234,612,297,42,9.73,0.9364,Medio,Bajo,1.08,0.42,0.0,38.07,62.08,37.44,87.68,73.45,36.43,17.68,2.5,3.0,2.0
0900700011123,Iztapalapa,3739,19,73,0,3722,3622,168,121,74,56,112,108,34,16,,1.05,0.9314,Medio,Bajo,0.51,1.96,0.0,4.49,61.16,46.28,92.56,89.26,28.1,13.22,,3.0,2.0
0900700014503,Iztapalapa,4051,81,26,,3920,3257,1136,1101,846,608,1037,898,418,334,,10.62,0.9512,Bajo,Bajo,2.0,0.66,,28.04,76.84,55.22,94.19,81.56,37.97,30.34,,2.0,2.0
0900700015304,Iztapalapa,5300,250,82,,5111,4041,1803,1384,785,482,1212,991,298,144,7,9.34,0.9288,Medio,Medio,4.72,1.6,,34.02,56.72,34.83,87.57,71.6,21.53,10.4,0.51,3.0,3.0
0900700015319,Iztapalapa,3414,169,57,,3271,2539,1147,943,564,284,801,724,146,82,4,8.96,0.9286,Medio,Medio,4.95,1.74,,33.6,59.81,30.12,84.94,76.78,15.48,8.7,0.42,3.0,3.0
0900700015465,Iztapalapa,1777,73,29,,1729,1433,508,545,459,369,507,438,255,179,,11.65,0.9574,Bajo,Muy bajo,4.11,1.68,,28.59,84.22,67.71,93.03,80.37,46.79,32.84,,2.0,1.0
0900700015569,Iztapalapa,4114,187,71,0,3964,3223,1431,1230,887,642,1149,958,346,357,4,10.73,0.954,Bajo,Bajo,4.55,1.79,0.0,34.78,72.11,52.2,93.41,77.89,28.13,29.02,0.33,2.0,2.0
0900700015573,Iztapalapa,3451,277,99,6,3325,2629,1263,870,509,294,775,719,163,104,5,9.33,0.9367,Medio,Medio,8.03,2.98,0.18,36.6,58.51,33.79,89.08,82.64,18.74,11.95,0.57,3.0,3.0
0900700015588,Iztapalapa,4157,270,95,,3984,3150,1420,1064,613,330,936,957,235,140,7,8.99,0.9358,Medio,Medio,6.5,2.38,,34.16,57.61,31.02,87.97,89.94,22.09,13.16,0.66,3.0,3.0
0900700015639,Iztapalapa,1737,84,34,0,1663,1319,747,462,236,160,418,303,115,62,,9.27,0.9147,Alto,Medio,4.84,2.04,0.0,43.01,51.08,34.63,90.48,65.58,24.89,13.42,,4.0,3.0
0900700015643,Iztapalapa,836,15,5,0,808,683,162,253,159,112,237,175,74,48,,9.96,0.9472,Bajo,Bajo,1.79,0.62,0.0,19.38,62.85,44.27,93.68,69.17,29.25,18.97,,2.0,2.0
0900700015662,Iztapalapa,2312,21,6,0,2204,1781,1010,588,342,207,500,432,157,99,15,9.1,0.9182,Alto,Medio,0.91,0.27,0.0,43.69,58.16,35.2,85.03,73.47,26.7,16.84,2.55,4.0,3.0
0900700015677,Iztapalapa,5416,253,83,0,5233,4307,1895,1367,942,660,1256,1047,447,353,7,10.29,0.9435,Medio,Bajo,4.67,1.59,0.0,34.99,68.91,48.28,91.88,76.59,32.7,25.82,0.51,3.0,2.0
0900700015751,Iztapalapa,1984,44,18,0,1927,1594,628,536,414,319,496,404,191,139,0,10.44,0.9555,Bajo,Bajo,2.22,0.93,0.0,31.65,77.24,59.51,92.54,75.37,35.63,25.93,0.0,2.0,2.0
0900700015817,Iztapalapa,504,16,3,0,483,394,137,157,127,57,150,148,40,34,,9.96,0.9409,Medio,Bajo,3.17,0.62,0.0,27.18,80.89,36.31,95.54,94.27,25.48,21.66,,3.0,2.0
090070001586A,Iztapalapa,2523,,,0,2463,2025,618,825,754,675,803,647,598,461,,13.32,0.9678,Muy bajo,Muy bajo,,,0.0,24.49,91.39,81.82,97.33,78.42,72.48,55.88,,1.0,1.0
0900700015821,Iztapalapa,468,14,6,0,456,397,58,146,103,75,134,121,53,43,,10.64,0.9513,Bajo,Bajo,2.99,1.32,0.0,12.39,70.55,51.37,91.78,82.88,36.3,29.45,,2.0,2.0
0900700015836,Iztapalapa,492,6,,0,482,401,57,164,112,70,153,141,52,37,0,10.46,0.9528,Bajo,Bajo,1.22,,0.0,11.59,68.29,42.68,93.29,85.98,31.71,22.56,0.0,2.0,2.0
0900700015840,Iztapalapa,755,8,5,0,733,613,240,206,123,84,190,147,58,34,0,9.71,0.9414,Medio,Bajo,1.06,0.68,0.0,31.79,59.71,40.78,92.23,71.36,28.16,16.5,0.0,3.0,2.0
0900700014715,Iztapalapa,32,16,14,0,31,24,20,0,0,0,0,0,0,0,0,5.25,,,,50.0,45.16,0.0,62.5,,,,,,,,,
0900700011301,Iztapalapa,4045,99,32,0,3941,3389,1378,1161,878,685,1062,931,429,320,4,11.64,0.9564,Bajo,Bajo,2.45,0.81,0.0,34.07,75.62,59.0,91.47,80.19,36.95,27.56,0.34,2.0,2.0
0900700011091,Iztapalapa,4232,43,15,0,4087,3273,1301,1296,707,554,1167,1031,411,243,9,10.05,0.9412,Medio,Bajo,1.02,0.37,0.0,30.74,54.55,42.75,90.05,79.55,31.71,18.75,0.69,3.0,2.0
0900700011246,Iztapalapa,4327,55,30,0,4212,3536,1303,1252,936,679,1159,998,510,324,,11.05,0.9532,Bajo,Bajo,1.27,0.71,0.0,30.11,74.76,54.23,92.57,79.71,40.73,25.88,,2.0,2.0
0900700011369,Iztapalapa,6296,232,99,,6122,5149,2182,1796,1201,919,1629,1435,658,407,8,10.7,0.9483,Bajo,Bajo,3.68,1.62,,34.66,66.87,51.17,90.7,79.9,36.64,22.66,0.45,2.0,2.0
0900700012691,Iztapalapa,7217,242,101,0,6954,5689,2549,1916,1256,916,1724,1481,528,356,3,10.12,0.9453,Medio,Bajo,3.35,1.45,0.0,35.32,65.55,47.81,89.98,77.3,27.56,18.58,0.16,3.0,2.0
0900700011636,Iztapalapa,2883,103,45,0,2801,2355,868,798,547,416,723,633,311,195,4,10.66,0.9516,Bajo,Bajo,3.57,1.61,0.0,30.11,68.55,52.13,90.6,79.32,38.97,24.44,0.5,2.0,2.0
090070001465A,Iztapalapa,2794,81,37,0,2676,2144,1202,783,556,347,736,716,250,200,,9.97,0.936,Medio,Bajo,2.9,1.38,0.0,43.02,71.01,44.32,94.0,91.44,31.93,25.54,,3.0,2.0
0900700011640,Iztapalapa,4166,104,44,,4047,3403,1276,1145,815,630,1054,913,439,268,,10.85,0.9557,Bajo,Bajo,2.5,1.09,,30.63,71.18,55.02,92.05,79.74,38.34,23.41,,2.0,2.0
0900700011655,Iztapalapa,2448,37,10,0,2389,1990,634,673,547,404,616,549,258,163,3,10.27,0.9391,Medio,Bajo,1.51,0.42,0.0,25.9,81.28,60.03,91.53,81.58,38.34,24.22,0.45,3.0,2.0
090070001166A,Iztapalapa,3498,9,4,,3420,2931,1250,835,631,440,751,668,382,128,4,10.92,0.9538,Bajo,Bajo,0.26,0.12,,35.73,75.57,52.69,89.94,80.0,45.75,15.33,0.48,2.0,2.0
0900700011674,Iztapalapa,3237,12,8,0,3144,2648,1140,799,536,385,704,576,314,117,3,10.44,0.9487,Bajo,Bajo,0.37,0.25,0.0,35.22,67.08,48.19,88.11,72.09,39.3,14.64,0.38,2.0,2.0
0900700011689,Iztapalapa,2788,37,14,0,2714,2315,917,716,491,360,625,583,300,133,,10.66,0.9502,Bajo,Bajo,1.33,0.52,0.0,32.89,68.58,50.28,87.29,81.42,41.9,18.58,,2.0,2.0
0900700011693,Iztapalapa,2012,47,16,0,1964,1680,634,516,372,261,444,427,222,124,,10.39,0.9527,Bajo,Bajo,2.34,0.81,0.0,31.51,72.09,50.58,86.05,82.75,43.02,24.03,,2.0,2.0
0900700011706,Iztapalapa,7319,130,57,0,7066,5631,3087,1902,1184,807,1697,1444,601,277,14,10.01,0.9368,Medio,Bajo,1.78,0.81,0.0,42.18,62.25,42.43,89.22,75.92,31.6,14.56,0.74,3.0,2.0
0900700011710,Iztapalapa,7600,185,80,0,7337,5979,2531,2012,1241,920,1821,1498,652,353,15,10.28,0.9445,Medio,Bajo,2.43,1.09,0.0,33.3,61.68,45.73,90.51,74.45,32.41,17.54,0.75,3.0,2.0
0900700011763,Iztapalapa,6474,247,119,0,6233,5074,2509,1658,979,645,1421,1165,441,289,18,9.81,0.9331,Medio,Bajo,3.82,1.91,0.0,38.76,59.05,38.9,85.71,70.27,26.6,17.43,1.09,3.0,2.0
0900700011960,Iztapalapa,3765,67,32,0,3682,3214,1146,1148,841,669,1061,759,580,405,3,11.55,0.9583,Bajo,Bajo,1.78,0.87,0.0,30.44,73.26,58.28,92.42,66.11,50.52,35.28,0.26,2.0,2.0
0900700011975,Iztapalapa,3499,7,3,0,3405,2846,828,1170,959,827,1124,833,645,520,4,12.06,0.9684,Muy bajo,Muy bajo,0.2,0.09,0.0,23.66,81.97,70.68,96.07,71.2,55.13,44.44,0.34,1.0,1.0
0900700010657,Iztapalapa,1916,12,14,0,1890,1719,466,601,548,495,566,513,481,317,,14.2,0.977,Muy bajo,Muy bajo,0.63,0.74,0.0,24.32,91.18,82.36,94.18,85.36,80.03,52.75,,1.0,1.0
090070001198A,Iztapalapa,6035,180,100,0,5858,4909,2184,1765,1203,872,1622,1321,618,403,4,10.56,0.9476,Bajo,Bajo,2.98,1.71,0.0,36.19,68.16,49.41,91.9,74.84,35.01,22.83,0.23,2.0,2.0
0900700014560,Iztapalapa,969,62,16,0,943,757,343,244,145,77,220,178,68,30,0,9.71,0.9401,Medio,Bajo,6.4,1.7,0.0,35.4,59.43,31.56,90.16,72.95,27.87,12.3,0.0,3.0,2.0
090070001287A,Iztapalapa,2859,65,26,0,2776,2308,933,822,573,431,711,586,286,196,4,10.4,0.9437,Medio,Bajo,2.27,0.94,0.0,32.63,69.71,52.43,86.5,71.29,34.79,23.84,0.49,3.0,2.0
0900700012884,Iztapalapa,3464,75,38,0,3370,2840,1109,999,717,485,906,791,351,248,,10.63,0.9499,Bajo,Bajo,2.17,1.13,0.0,32.02,71.77,48.55,90.69,79.18,35.14,24.82,,2.0,2.0
0900700012899,Iztapalapa,6559,553,195,5,6317,5039,2495,1626,1029,690,1408,1206,452,260,9,9.94,0.9358,Medio,Bajo,8.43,3.09,0.08,38.04,63.28,42.44,86.59,74.17,27.8,15.99,0.55,3.0,2.0
0900700014452,Iztapalapa,1960,6,3,0,1920,1710,464,647,569,508,617,504,471,280,0,13.38,0.9693,Muy bajo,Muy bajo,0.31,0.16,0.0,23.67,87.94,78.52,95.36,77.9,72.8,43.28,0.0,1.0,1.0
0900700012920,Iztapalapa,5442,259,112,0,5258,4194,1620,1659,975,601,1470,1465,258,127,3,9.35,0.9429,Medio,Bajo,4.76,2.13,0.0,29.77,58.77,36.23,88.61,88.31,15.55,7.66,0.18,3.0,2.0
0900700012935,Iztapalapa,5663,381,147,0,5447,4277,2110,1430,794,453,1225,1063,248,138,11,9.09,0.93,Medio,Medio,6.73,2.7,0.0,37.26,55.52,31.68,85.66,74.34,17.34,9.65,0.77,3.0,3.0
090070001294A,Iztapalapa,3012,99,37,0,2898,2351,927,774,515,307,683,569,160,84,3,9.42,0.9436,Medio,Bajo,3.29,1.28,0.0,30.78,66.54,39.66,88.24,73.51,20.67,10.85,0.39,3.0,2.0
0900700012954,Iztapalapa,1974,74,25,0,1888,1475,689,535,338,173,468,401,93,53,,9.4,0.9319,Medio,Medio,3.75,1.32,0.0,34.9,63.18,32.34,87.48,74.95,17.38,9.91,,3.0,3.0
0900700012973,Iztapalapa,3752,192,66,,3601,2891,1270,1012,528,334,830,754,197,82,4,9.2,0.9281,Medio,Medio,5.12,1.83,,33.85,52.17,33.0,82.02,74.51,19.47,8.1,0.4,3.0,3.0
