cve_ageb,alcaldia,POBTOT,PHOG_IND,P3YM_HLI,P3HLINHE,P_3YMAS,P_15YMAS,PSINDER,VIVPARH_CV,VPH_INTER,VPH_PC,VPH_CEL,VPH_RADIO,VPH_STVP,VPH_SPMVPI,VPH_SINTIC,GRAPROES,im_conapo,gm_conapo,grs_coneval,tasa_phog_ind,tasa_p3ym_hli,tasa_p3hlinhe,tasa_psinder,tasa_vph_inter,tasa_vph_pc,tasa_vph_cel,tasa_vph_radio,tasa_vph_stvp,tasa_vph_spmvpi,tasa_vph_sintic,gm_orden,grs_orden
0901700010259,Venustiano Carranza,1596,30,12,0,1557,1335,471,439,334,277,384,328,195,148,3,11.5,0.9484,Bajo,Bajo,1.88,0.77,0.0,29.51,76.08,63.1,87.47,74.72,44.42,33.71,0.68,2.0,2.0
0901700010282,Venustiano Carranza,3381,52,24,0,3291,2789,792,971,697,514,881,770,416,276,8,10.94,0.9491,Bajo,Bajo,1.54,0.73,0.0,23.43,71.78,52.94,90.73,79.3,42.84,28.42,0.82,2.0,2.0
0901700010297,Venustiano Carranza,3631,89,39,0,3509,2916,1108,1054,698,444,915,867,437,217,5,10.51,0.9375,Medio,Bajo,2.45,1.11,0.0,30.52,66.22,42.13,86.81,82.26,41.46,20.59,0.47,3.0,2.0
090170001030A,Venustiano Carranza,3513,44,21,0,3403,2902,1007,1088,822,645,1004,877,585,371,0,11.71,0.9601,Bajo,Bajo,1.25,0.62,0.0,28.66,75.55,59.28,92.28,80.61,53.77,34.1,0.0,2.0,2.0
0901700010314,Venustiano Carranza,3467,13,10,0,3299,2798,772,1083,787,651,972,777,525,338,,11.55,0.9534,Bajo,Bajo,0.37,0.3,0.0,22.27,72.67,60.11,89.75,71.75,48.48,31.21,,2.0,2.0
0901700010333,Venustiano Carranza,3022,55,27,,2922,2457,761,848,590,434,764,646,378,252,,10.83,0.9431,Medio,Bajo,1.82,0.92,,25.18,69.58,51.18,90.09,76.18,44.58,29.72,,3.0,2.0
0901700010615,Venustiano Carranza,1474,3,5,0,1444,1313,453,530,448,401,499,427,340,229,0,13.36,0.9646,Bajo,Muy bajo,0.2,0.35,0.0,30.73,84.53,75.66,94.15,80.57,64.15,43.21,0.0,2.0,1.0
0901700010371,Venustiano Carranza,7102,166,74,,6837,5659,2478,2158,1493,902,1895,1631,618,520,12,9.96,0.9401,Medio,Bajo,2.34,1.08,,34.89,69.18,41.8,87.81,75.58,28.64,24.1,0.56,3.0,2.0
0901700010386,Venustiano Carranza,1928,32,13,0,1877,1607,492,548,401,289,481,433,236,131,3,10.95,0.9527,Bajo,Bajo,1.66,0.69,0.0,25.52,73.18,52.74,87.77,79.01,43.07,23.91,0.55,2.0,2.0
0901700010390,Venustiano Carranza,6818,228,100,0,6574,5425,2247,2064,1468,1035,1890,1567,659,613,16,10.51,0.9462,Medio,Bajo,3.34,1.52,0.0,32.96,71.12,50.15,91.57,75.92,31.93,29.7,0.78,3.0,2.0
0901700010403,Venustiano Carranza,2343,65,33,0,2271,1947,531,641,481,377,575,520,275,190,,11.47,0.9599,Bajo,Bajo,2.77,1.45,0.0,22.66,75.04,58.81,89.7,81.12,42.9,29.64,,2.0,2.0
0901700010653,Venustiano Carranza,4238,38,31,0,4142,3565,1217,1373,995,787,1229,1023,658,461,11,11.72,0.9534,Bajo,Bajo,0.9,0.75,0.0,28.72,72.47,57.32,89.51,74.51,47.92,33.58,0.8,2.0,2.0
0901700010418,Venustiano Carranza,2531,48,22,0,2408,2034,588,679,491,346,605,498,256,168,3,10.76,0.9556,Bajo,Bajo,1.9,0.91,0.0,23.23,72.31,50.96,89.1,73.34,37.7,24.74,0.44,2.0,2.0
0901700010422,Venustiano Carranza,6439,136,65,,6225,5163,1582,1969,1450,1122,1794,1574,967,613,8,11.1,0.9458,Medio,Bajo,2.11,1.04,,24.57,73.64,56.98,91.11,79.94,49.11,31.13,0.41,3.0,2.0
0901700010437,Venustiano Carranza,3905,42,21,,3801,3158,950,1157,863,606,1071,956,591,337,,11.0,0.957,Bajo,Bajo,1.08,0.55,,24.33,74.59,52.38,92.57,82.63,51.08,29.13,,2.0,2.0
0901700010441,Venustiano Carranza,5328,98,39,0,5150,4260,1216,1866,1674,1440,1825,1429,1099,1023,0,13.2,0.9697,Muy bajo,Muy bajo,1.84,0.76,0.0,22.82,89.71,77.17,97.8,76.58,58.9,54.82,0.0,1.0,1.0
0901700010545,Venustiano Carranza,3543,58,38,0,3447,2978,974,1178,880,701,1101,924,560,397,4,11.89,0.958,Bajo,Bajo,1.64,1.1,0.0,27.49,74.7,59.51,93.46,78.44,47.54,33.7,0.34,2.0,2.0
090170001055A,Venustiano Carranza,5390,146,76,,5245,4469,1344,1676,1252,993,1560,1276,820,582,5,11.5,0.9596,Bajo,Bajo,2.71,1.45,,24.94,74.7,59.25,93.08,76.13,48.93,34.73,0.3,2.0,2.0
0901700010564,Venustiano Carranza,3597,77,41,0,3502,3046,1071,1181,871,698,1090,897,565,330,,11.49,0.9527,Bajo,Bajo,2.14,1.17,0.0,29.77,73.75,59.1,92.29,75.95,47.84,27.94,,2.0,2.0
0901700010579,Venustiano Carranza,2007,310,144,3,1913,1504,1083,534,287,185,457,388,94,65,10,8.63,0.9121,Alto,Medio,15.45,7.53,0.16,53.96,53.75,34.64,85.58,72.66,17.6,12.17,1.87,4.0,3.0
0901700010583,Venustiano Carranza,3123,277,219,,3004,2550,1052,884,660,512,829,685,394,283,3,10.75,0.9483,Bajo,Bajo,8.87,7.29,,33.69,74.66,57.92,93.78,77.49,44.57,32.01,0.34,2.0,2.0
0901700010598,Venustiano Carranza,4,,,,,,,,,,,,,,,,,,Muy alto,,,,,,,,,,,,,5.0
090170001062A,Venustiano Carranza,2021,90,35,0,1962,1709,547,649,496,403,605,517,313,245,0,12.04,0.9573,Bajo,Bajo,4.45,1.78,0.0,27.07,76.43,62.1,93.22,79.66,48.23,37.75,0.0,2.0,2.0
0901700010649,Venustiano Carranza,5209,143,61,0,5063,4305,1514,1530,1097,821,1410,1163,706,461,,11.31,0.9512,Bajo,Bajo,2.75,1.2,0.0,29.07,71.7,53.66,92.16,76.01,46.14,30.13,,2.0,2.0
0901700010668,Venustiano Carranza,3103,95,43,0,3025,2605,987,935,722,564,863,743,464,329,,11.92,0.9564,Bajo,Bajo,3.06,1.42,0.0,31.81,77.22,60.32,92.3,79.47,49.63,35.19,,2.0,2.0
0901700010672,Venustiano Carranza,3902,46,21,0,3796,3250,1004,1224,890,733,1137,950,517,322,5,11.89,0.9561,Bajo,Bajo,1.18,0.55,0.0,25.73,72.71,59.89,92.89,77.61,42.24,26.31,0.41,2.0,2.0
0901700010691,Venustiano Carranza,1989,125,82,0,1934,1608,967,536,400,258,491,432,231,170,3,10.29,0.9263,Alto,Bajo,6.28,4.24,0.0,48.62,74.63,48.13,91.6,80.6,43.1,31.72,0.56,4.0,2.0
0901700010704,Venustiano Carranza,40,17,10,0,38,31,11,0,0,0,0,0,0,0,0,6.25,,,,42.5,26.32,0.0,27.5,,,,,,,,,
0901700010780,Venustiano Carranza,4389,70,29,,4302,3712,1140,1388,1030,837,1253,1082,631,519,,11.65,0.9591,Bajo,Bajo,1.59,0.67,,25.97,74.21,60.3,90.27,77.95,45.46,37.39,,2.0,2.0
0901700010808,Venustiano Carranza,3529,47,18,0,3435,2848,937,952,711,505,844,713,332,254,3,10.79,0.9501,Bajo,Bajo,1.33,0.52,0.0,26.55,74.68,53.05,88.66,74.89,34.87,26.68,0.32,2.0,2.0
0901700010812,Venustiano Carranza,3791,19,12,,3672,3085,1213,1184,914,642,1060,901,378,282,11,10.5,0.9485,Bajo,Bajo,0.5,0.33,,32.0,77.2,54.22,89.53,76.1,31.93,23.82,0.93,2.0,2.0
0901700011079,Venustiano Carranza,2580,70,31,,2532,2269,728,853,723,634,794,699,511,370,3,13.55,0.9707,Muy bajo,Muy bajo,2.71,1.22,,28.22,84.76,74.33,93.08,81.95,59.91,43.38,0.35,1.0,1.0
0901700011083,Venustiano Carranza,1213,15,13,0,1195,1081,359,363,316,284,341,306,237,160,0,13.4,0.9645,Bajo,Muy bajo,1.24,1.09,0.0,29.6,87.05,78.24,93.94,84.3,65.29,44.08,0.0,2.0,1.0
0901700011346,Venustiano Carranza,1274,4,7,0,1253,1120,344,443,396,358,421,366,299,185,0,13.22,0.9649,Bajo,Muy bajo,0.31,0.56,0.0,27.0,89.39,80.81,95.03,82.62,67.49,41.76,0.0,2.0,1.0
0901700011350,Venustiano Carranza,1222,,4,0,1204,1077,358,411,375,328,389,361,275,196,,13.51,0.9674,Muy bajo,Muy bajo,,0.33,0.0,29.3,91.24,79.81,94.65,87.83,66.91,47.69,,1.0,1.0
0901700011365,Venustiano Carranza,1058,9,4,0,1043,958,248,393,351,312,377,340,274,192,0,13.8,0.9634,Bajo,Muy bajo,0.85,0.38,0.0,23.44,89.31,79.39,95.93,86.51,69.72,48.85,0.0,2.0,1.0
090170001137A,Venustiano Carranza,1940,16,6,0,1897,1669,532,645,567,484,606,528,403,300,,13.81,0.9711,Muy bajo,Muy bajo,0.82,0.32,0.0,27.42,87.91,75.04,93.95,81.86,62.48,46.51,,1.0,1.0
0901700011384,Venustiano Carranza,1299,5,4,0,1281,1146,321,473,407,351,434,383,322,249,0,14.38,0.9577,Bajo,Muy bajo,0.38,0.31,0.0,24.71,86.05,74.21,91.75,80.97,68.08,52.64,0.0,2.0,1.0
090170001151A,Venustiano Carranza,2248,34,20,0,2166,1814,379,717,574,488,686,559,416,313,0,12.03,0.9673,Muy bajo,Muy bajo,1.51,0.92,0.0,16.86,80.06,68.06,95.68,77.96,58.02,43.65,0.0,1.0,1.0
0901700011524,Venustiano Carranza,4295,101,44,0,4178,3513,1373,1201,880,644,1104,969,406,270,3,10.87,0.9502,Bajo,Bajo,2.35,1.05,0.0,31.97,73.27,53.62,91.92,80.68,33.81,22.48,0.25,2.0,2.0
0901700010494,Venustiano Carranza,4947,125,63,,4792,4014,1560,1508,978,710,1330,1189,482,397,12,10.44,0.9463,Medio,Bajo,2.53,1.31,,31.53,64.85,47.08,88.2,78.85,31.96,26.33,0.8,3.0,2.0
0901700010742,Venustiano Carranza,1718,6,5,0,1680,1492,257,690,588,530,641,535,469,299,,13.13,0.977,Muy bajo,Muy bajo,0.35,0.3,0.0,14.96,85.22,76.81,92.9,77.54,67.97,43.33,,1.0,1.0
0901700011011,Venustiano Carranza,3456,46,15,0,3347,2906,905,1144,936,750,1063,873,533,393,,12.27,0.9621,Bajo,Bajo,1.33,0.45,0.0,26.19,81.82,65.56,92.92,76.31,46.59,34.35,,2.0,2.0
0901700011401,Venustiano Carranza,4497,140,64,0,4369,3672,1218,1178,882,713,1049,812,534,381,7,10.75,0.9469,Bajo,Bajo,3.11,1.46,0.0,27.08,74.87,60.53,89.05,68.93,45.33,32.34,0.59,2.0,2.0
0901700010600,Venustiano Carranza,1428,12,7,0,1393,1244,427,520,430,360,479,350,302,232,0,12.86,0.962,Bajo,Muy bajo,0.84,0.5,0.0,29.9,82.69,69.23,92.12,67.31,58.08,44.62,0.0,2.0,1.0
0901700010456,Venustiano Carranza,2635,55,25,0,2584,2210,667,833,644,462,763,628,399,259,6,11.82,0.9568,Bajo,Bajo,2.09,0.97,0.0,25.31,77.31,55.46,91.6,75.39,47.9,31.09,0.72,2.0,2.0
0901700010901,Venustiano Carranza,1384,56,41,,1353,1179,483,419,332,251,385,381,209,168,0,11.52,0.9355,Medio,Bajo,4.05,3.03,,34.9,79.24,59.9,91.89,90.93,49.88,40.1,0.0,3.0,2.0
0901700010460,Venustiano Carranza,4897,23,13,0,4771,4041,1432,1480,1030,827,1333,1133,660,531,5,11.41,0.9497,Bajo,Bajo,0.47,0.27,0.0,29.24,69.59,55.88,90.07,76.55,44.59,35.88,0.34,2.0,2.0
0901700010263,Venustiano Carranza,1799,23,10,0,1754,1489,551,495,370,277,444,360,233,136,,11.23,0.941,Medio,Bajo,1.28,0.57,0.0,30.63,74.75,55.96,89.7,72.73,47.07,27.47,,3.0,2.0
0901700010066,Venustiano Carranza,2976,60,36,0,2901,2493,712,918,722,562,843,691,479,247,,12.12,0.9516,Bajo,Bajo,2.02,1.24,0.0,23.92,78.65,61.22,91.83,75.27,52.18,26.91,,2.0,2.0
090170001009A,Venustiano Carranza,4499,80,38,,4350,3669,1087,1340,1048,839,1237,1053,741,535,,11.57,0.9598,Bajo,Bajo,1.78,0.87,,24.16,78.21,62.61,92.31,78.58,55.3,39.93,,2.0,2.0
090170001016A,Venustiano Carranza,1827,49,21,0,1751,1498,560,547,403,311,509,424,276,179,,11.52,0.9496,Bajo,Bajo,2.68,1.2,0.0,30.65,73.67,56.86,93.05,77.51,50.46,32.72,,2.0,2.0
0901700010174,Venustiano Carranza,2235,64,34,0,2172,1862,685,674,511,404,621,552,360,231,3,11.31,0.9495,Bajo,Bajo,2.86,1.57,0.0,30.65,75.82,59.94,92.14,81.9,53.41,34.27,0.45,2.0,2.0
0901700010225,Venustiano Carranza,7677,160,72,0,7386,5940,2616,2221,1328,947,2034,1733,678,484,7,9.87,0.9425,Medio,Bajo,2.08,0.97,0.0,34.08,59.79,42.64,91.58,78.03,30.53,21.79,0.32,3.0,2.0
090170001023A,Venustiano Carranza,1910,21,12,0,1860,1561,645,562,371,258,495,460,221,94,0,10.71,0.9455,Medio,Bajo,1.1,0.65,0.0,33.77,66.01,45.91,88.08,81.85,39.32,16.73,0.0,3.0,2.0
0901700010846,Venustiano Carranza,3052,63,25,0,2969,2532,921,916,653,509,815,684,320,213,3,10.92,0.9473,Bajo,Bajo,2.06,0.84,0.0,30.18,71.29,55.57,88.97,74.67,34.93,23.25,0.33,2.0,2.0
090170001087A,Venustiano Carranza,4441,50,24,0,4318,3678,1224,1177,844,660,1061,879,436,322,,11.05,0.9558,Bajo,Bajo,1.13,0.56,0.0,27.56,71.71,56.07,90.14,74.68,37.04,27.36,,2.0,2.0
0901700010916,Venustiano Carranza,1426,0,0,0,1402,1272,344,477,407,351,443,416,308,204,0,12.46,0.9505,Bajo,Muy bajo,0.0,0.0,0.0,24.12,85.32,73.58,92.87,87.21,64.57,42.77,0.0,2.0,1.0
0901700010920,Venustiano Carranza,170,0,0,0,164,139,59,44,42,35,42,32,25,21,0,12.53,0.9583,Bajo,Muy bajo,0.0,0.0,0.0,34.71,95.45,79.55,95.45,72.73,56.82,47.73,0.0,2.0,1.0
0901700010935,Venustiano Carranza,3159,29,24,0,3074,2737,822,1162,998,836,1089,937,667,569,0,13.18,0.9671,Muy bajo,Muy bajo,0.92,0.78,0.0,26.02,85.89,71.94,93.72,80.64,57.4,48.97,0.0,1.0,1.0
090170001094A,Venustiano Carranza,1135,12,7,0,1111,983,261,427,363,290,390,338,243,171,,12.76,0.9703,Muy bajo,Muy bajo,1.06,0.63,0.0,23.0,85.01,67.92,91.33,79.16,56.91,40.05,,1.0,1.0
090170001105A,Venustiano Carranza,4115,78,45,0,3998,3478,1245,1368,1046,870,1272,1108,737,530,0,12.26,0.9592,Bajo,Bajo,1.9,1.13,0.0,30.26,76.46,63.6,92.98,80.99,53.87,38.74,0.0,2.0,2.0
0901700011064,Venustiano Carranza,1702,21,8,0,1661,1476,364,561,465,366,521,473,327,238,,12.98,0.9685,Muy bajo,Muy bajo,1.23,0.48,0.0,21.39,82.89,65.24,92.87,84.31,58.29,42.42,,1.0,1.0
0901700011257,Venustiano Carranza,2583,28,14,0,2520,2211,560,914,824,707,883,714,559,436,0,13.37,0.9733,Muy bajo,Muy bajo,1.08,0.56,0.0,21.68,90.15,77.35,96.61,78.12,61.16,47.7,0.0,1.0,1.0
0901700011280,Venustiano Carranza,3707,121,61,,3584,3060,1156,1122,767,606,1006,833,478,352,8,11.39,0.9491,Bajo,Bajo,3.26,1.7,,31.18,68.36,54.01,89.66,74.24,42.6,31.37,0.71,2.0,2.0
0901700011327,Venustiano Carranza,2763,61,44,0,2705,2384,834,904,704,579,836,700,476,310,,12.0,0.9604,Bajo,Muy bajo,2.21,1.63,0.0,30.18,77.88,64.05,92.48,77.43,52.65,34.29,,2.0,1.0
0901700011331,Venustiano Carranza,3109,66,33,0,3043,2672,796,852,681,541,788,629,484,356,3,11.98,0.9604,Bajo,Bajo,2.12,1.08,0.0,25.6,79.93,63.5,92.49,73.83,56.81,41.78,0.35,2.0,2.0
0901700011295,Venustiano Carranza,4277,158,77,0,4135,3545,1325,1404,1070,804,1305,1122,573,440,6,11.52,0.9388,Medio,Bajo,3.69,1.86,0.0,30.98,76.21,57.26,92.95,79.91,40.81,31.34,0.43,3.0,2.0
0901700011026,Venustiano Carranza,2822,41,17,0,2752,2416,707,914,743,610,848,687,473,369,4,12.29,0.9608,Bajo,Bajo,1.45,0.62,0.0,25.05,81.29,66.74,92.78,75.16,51.75,40.37,0.44,2.0,2.0
0901700011488,Venustiano Carranza,1079,49,21,0,1033,811,346,284,175,111,248,231,92,59,,9.44,0.9348,Medio,Bajo,4.54,2.03,0.0,32.07,61.62,39.08,87.32,81.34,32.39,20.77,,3.0,2.0
0901700011492,Venustiano Carranza,900,28,7,0,864,684,434,241,129,108,169,163,65,40,8,7.5,0.8531,Muy alto,Medio,3.11,0.81,0.0,48.22,53.53,44.81,70.12,67.63,26.97,16.6,3.32,5.0,3.0
0901700010954,Venustiano Carranza,860,12,6,0,839,761,248,291,262,244,276,201,193,119,,13.35,0.9438,Medio,Muy bajo,1.4,0.72,0.0,28.84,90.03,83.85,94.85,69.07,66.32,40.89,,3.0,1.0
0901700010757,Venustiano Carranza,643,0,3,0,627,575,159,257,223,218,239,181,170,118,,13.88,0.9764,Muy bajo,Muy bajo,0.0,0.48,0.0,24.73,86.77,84.82,93.0,70.43,66.15,45.91,,1.0,1.0
090170001112A,Venustiano Carranza,366,17,14,0,365,339,112,112,105,95,107,97,77,60,0,13.69,0.975,Muy bajo,Muy bajo,4.64,3.84,0.0,30.6,93.75,84.82,95.54,86.61,68.75,53.57,0.0,1.0,1.0
0901700011134,Venustiano Carranza,1331,26,17,0,1305,1168,367,491,419,352,466,415,295,238,,13.02,0.9695,Muy bajo,Muy bajo,1.95,1.3,0.0,27.57,85.34,71.69,94.91,84.52,60.08,48.47,,1.0,1.0
0901700011115,Venustiano Carranza,1753,19,10,0,1729,1548,540,572,518,453,552,489,379,284,0,13.58,0.9664,Muy bajo,Muy bajo,1.08,0.58,0.0,30.8,90.56,79.2,96.5,85.49,66.26,49.65,0.0,1.0,1.0
0901700011153,Venustiano Carranza,885,11,5,0,863,767,201,342,300,266,336,285,207,207,0,14.02,0.9704,Muy bajo,Muy bajo,1.24,0.58,0.0,22.71,87.72,77.78,98.25,83.33,60.53,60.53,0.0,1.0,1.0
0901700010634,Venustiano Carranza,3946,68,36,0,3842,3304,1117,1253,966,780,1155,1026,624,524,3,12.07,0.9552,Bajo,Bajo,1.72,0.94,0.0,28.31,77.09,62.25,92.18,81.88,49.8,41.82,0.24,2.0,2.0
0901700011172,Venustiano Carranza,2458,41,20,0,2406,2103,699,738,546,447,668,587,372,241,3,11.79,0.9557,Bajo,Bajo,1.67,0.83,0.0,28.44,73.98,60.57,90.51,79.54,50.41,32.66,0.41,2.0,2.0
0901700010992,Venustiano Carranza,965,7,3,0,954,841,189,320,272,232,306,261,193,147,0,13.49,0.9726,Muy bajo,Muy bajo,0.73,0.31,0.0,19.59,85.0,72.5,95.62,81.56,60.31,45.94,0.0,1.0,1.0
0901700011100,Venustiano Carranza,1312,42,12,0,1293,1163,472,370,328,297,345,306,254,157,,13.6,0.9508,Bajo,Muy bajo,3.2,0.93,0.0,35.98,88.65,80.27,93.24,82.7,68.65,42.43,,2.0,1.0
0901700011187,Venustiano Carranza,2452,83,47,0,2392,2097,734,787,590,452,732,631,376,264,0,11.84,0.9568,Bajo,Bajo,3.38,1.96,0.0,29.93,74.97,57.43,93.01,80.18,47.78,33.55,0.0,2.0,2.0
0901700010988,Venustiano Carranza,1288,10,6,0,1264,1130,336,430,374,331,403,376,253,207,0,13.74,0.9739,Muy bajo,Muy bajo,0.78,0.47,0.0,26.09,86.98,76.98,93.72,87.44,58.84,48.14,0.0,1.0,1.0
0901700010969,Venustiano Carranza,486,7,4,0,480,442,129,168,141,128,146,135,107,64,0,13.54,0.9695,Muy bajo,Muy bajo,1.44,0.83,0.0,26.54,83.93,76.19,86.9,80.36,63.69,38.1,0.0,1.0,1.0
0901700010973,Venustiano Carranza,996,3,3,0,978,889,268,334,297,265,319,271,231,169,0,13.88,0.9592,Bajo,Muy bajo,0.3,0.31,0.0,26.91,88.92,79.34,95.51,81.14,69.16,50.6,0.0,2.0,1.0
0901700011007,Venustiano Carranza,2306,83,41,0,2233,1905,640,711,561,468,680,513,379,282,0,11.78,0.9646,Bajo,Muy bajo,3.6,1.84,0.0,27.75,78.9,65.82,95.64,72.15,53.31,39.66,0.0,2.0,1.0
0901700010507,Venustiano Carranza,2189,62,32,0,2135,1839,734,683,509,430,631,526,266,236,6,11.62,0.9449,Medio,Bajo,2.83,1.5,0.0,33.53,74.52,62.96,92.39,77.01,38.95,34.55,0.88,3.0,2.0
0901700010761,Venustiano Carranza,1213,35,10,0,1194,1061,369,433,377,322,399,330,290,216,0,13.1,0.9664,Muy bajo,Muy bajo,2.89,0.84,0.0,30.42,87.07,74.36,92.15,76.21,66.97,49.88,0.0,1.0,1.0
0901700010795,Venustiano Carranza,201,14,8,0,194,177,54,72,47,38,64,55,27,25,,11.06,0.9548,Bajo,Bajo,6.97,4.12,0.0,26.87,65.28,52.78,88.89,76.39,37.5,34.72,,2.0,2.0
0901700011168,Venustiano Carranza,2078,44,23,0,2051,1784,577,584,453,378,544,485,287,195,,12.01,0.9637,Bajo,Bajo,2.12,1.12,0.0,27.77,77.57,64.73,93.15,83.05,49.14,33.39,,2.0,2.0
0901700010827,Venustiano Carranza,4011,220,108,0,3877,3197,1149,1034,699,513,920,793,313,226,6,10.44,0.9494,Bajo,Bajo,5.48,2.79,0.0,28.65,67.6,49.61,88.97,76.69,30.27,21.86,0.58,2.0,2.0
0901700011505,Venustiano Carranza,2513,60,29,0,2430,2059,461,823,667,570,794,638,354,375,0,12.53,0.9697,Muy bajo,Muy bajo,2.39,1.19,0.0,18.34,81.04,69.26,96.48,77.52,43.01,45.57,0.0,1.0,1.0
0901700011469,Venustiano Carranza,1356,78,33,,1299,1017,267,361,236,148,321,295,148,83,0,9.6,0.9398,Medio,Bajo,5.75,2.54,,19.69,65.37,41.0,88.92,81.72,41.0,22.99,0.0,3.0,2.0
0901700011473,Venustiano Carranza,1181,60,17,,1133,897,284,311,196,127,277,226,106,53,3,9.58,0.9433,Medio,Bajo,5.08,1.5,,24.05,63.02,40.84,89.07,72.67,34.08,17.04,0.96,3.0,2.0
0901700010013,Venustiano Carranza,5152,129,45,0,4985,4145,1368,1544,1137,859,1423,1246,682,441,4,11.02,0.9564,Bajo,Bajo,2.5,0.9,0.0,26.55,73.64,55.63,92.16,80.7,44.17,28.56,0.26,2.0,2.0
0901700010028,Venustiano Carranza,4855,39,20,0,4703,3992,1133,1484,1011,732,1289,1123,624,353,12,10.75,0.9516,Bajo,Bajo,0.8,0.43,0.0,23.34,68.13,49.33,86.86,75.67,42.05,23.79,0.81,2.0,2.0
0901700010723,Venustiano Carranza,815,4,,0,798,728,190,291,248,235,270,241,187,152,0,13.07,0.9738,Muy bajo,Muy bajo,0.49,,0.0,23.31,85.22,80.76,92.78,82.82,64.26,52.23,0.0,1.0,1.0
0901700010738,Venustiano Carranza,961,4,,0,947,856,165,376,327,280,364,360,236,194,0,13.31,0.9587,Bajo,Muy bajo,0.42,,0.0,17.17,86.97,74.47,96.81,95.74,62.77,51.6,0.0,2.0,1.0
0901700010719,Venustiano Carranza,2109,12,14,0,2076,1823,456,825,707,627,792,768,480,311,,12.66,0.9599,Bajo,Muy bajo,0.57,0.67,0.0,21.62,85.7,76.0,96.0,93.09,58.18,37.7,,2.0,1.0
0901700010348,Venustiano Carranza,2881,54,23,0,2781,2307,771,728,442,311,624,585,314,147,3,10.18,0.946,Medio,Bajo,1.87,0.83,0.0,26.76,60.71,42.72,85.71,80.36,43.13,20.19,0.41,3.0,2.0
0901700010352,Venustiano Carranza,3400,20,7,0,3299,2749,816,804,545,337,672,593,321,142,3,9.94,0.9426,Medio,Bajo,0.59,0.21,0.0,24.0,67.79,41.92,83.58,73.76,39.93,17.66,0.37,3.0,2.0
0901700010776,Venustiano Carranza,2153,30,17,0,2113,1895,579,754,662,568,717,626,457,333,0,13.53,0.97,Muy bajo,Muy bajo,1.39,0.8,0.0,26.89,87.8,75.33,95.09,83.02,60.61,44.16,0.0,1.0,1.0
0901100011323,Tláhuac,702,6,,0,691,589,141,219,184,137,201,168,107,57,,11.79,0.9692,Muy bajo,Muy bajo,0.85,,0.0,20.09,84.02,62.56,91.78,76.71,48.86,26.03,,1.0,1.0
0901100011446,Tláhuac,3561,58,21,0,3437,2763,868,935,647,441,839,741,363,178,4,10.17,0.9437,Medio,Bajo,1.63,0.61,0.0,24.38,69.2,47.17,89.73,79.25,38.82,19.04,0.43,3.0,2.0
090110001108A,Tláhuac,2415,77,43,0,2342,1976,539,789,640,517,754,636,390,275,,12.13,0.9721,Muy bajo,Muy bajo,3.19,1.84,0.0,22.32,81.12,65.53,95.56,80.61,49.43,34.85,,1.0,1.0
0901100010132,Tláhuac,5343,122,42,0,5158,4207,1422,1493,987,689,1353,1082,760,272,3,10.57,0.9461,Medio,Bajo,2.28,0.81,0.0,26.61,66.11,46.15,90.62,72.47,50.9,18.22,0.2,3.0,2.0
0901100010452,Tláhuac,9689,218,69,,9361,7665,2471,2486,1767,1173,2170,1941,935,431,19,10.52,0.9512,Bajo,Bajo,2.25,0.74,,25.5,71.08,47.18,87.29,78.08,37.61,17.34,0.76,2.0,2.0
0901100010594,Tláhuac,7502,417,145,0,7192,5667,2267,1900,1144,657,1683,1412,527,301,20,9.17,0.931,Medio,Medio,5.56,2.02,0.0,30.22,60.21,34.58,88.58,74.32,27.74,15.84,1.05,3.0,3.0
0901100011111,Tláhuac,4445,182,57,0,4279,3419,1034,1159,787,490,1033,978,336,210,4,9.96,0.9427,Medio,Bajo,4.09,1.33,0.0,23.26,67.9,42.28,89.13,84.38,28.99,18.12,0.35,3.0,2.0
0901100011357,Tláhuac,9088,414,150,0,8765,7109,2422,2805,2039,1610,2662,2039,1375,929,7,11.15,0.9594,Bajo,Bajo,4.56,1.71,0.0,26.65,72.69,57.4,94.9,72.69,49.02,33.12,0.25,2.0,2.0
0901100011376,Tláhuac,7148,140,61,0,6931,5708,1769,2320,1812,1360,2210,1783,1153,738,6,11.65,0.9645,Bajo,Bajo,1.96,0.88,0.0,24.75,78.1,58.62,95.26,76.85,49.7,31.81,0.26,2.0,2.0
0901100011412,Tláhuac,3617,337,105,,3452,2683,1462,888,588,359,820,706,264,139,3,9.7,0.935,Medio,Bajo,9.32,3.04,,40.42,66.22,40.43,92.34,79.5,29.73,15.65,0.34,3.0,2.0
0901100210787,Tláhuac,1696,27,11,0,1638,1348,642,470,288,239,408,378,132,104,8,10.41,0.9383,Medio,Bajo,1.59,0.67,0.0,37.85,61.28,50.85,86.81,80.43,28.09,22.13,1.7,3.0,2.0
090110001154A,Tláhuac,2156,52,23,,2070,1707,635,611,375,274,562,468,226,126,3,10.25,0.9503,Bajo,Bajo,2.41,1.11,,29.45,61.37,44.84,91.98,76.6,36.99,20.62,0.49,2.0,2.0
090110011072A,Tláhuac,4723,62,20,0,4574,3736,1131,1076,645,434,896,819,258,162,5,10.46,0.9477,Bajo,Bajo,1.31,0.44,0.0,23.95,59.94,40.33,83.27,76.12,23.98,15.06,0.46,2.0,2.0
